id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_UCDP_id;side_a_gender;side_a_age;side_b;side_b_identity;side_b_UCDP_id;side_b_gender;side_b_age;additional actor;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;longitude;latitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;fatalities_comment;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment;
MIT01012902_00;Mitrovica;Kosovo;347;clash;n/a;explosives (grenade);civilians;Albanian;n/a;1 male;15;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"M2 Presswire, ""KFOR Daily News Release,"" 30 January 2001; Associated Press Writer; ""Grenade, stones injure 12 French peacekeepers in Kosovo conflict,"" 31 January 2001;  Xinhua News Agency, ""Ethnic Albanians Clash With Peacekeepers In Kosovo,"" 31 January 2001";U.N. spokesman Fred Eckhard;2001-01-29;2001-01-29;1;afternoon (early afternoon);Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;2;0;0;0;1;1;1;1 man;one 15-year-old youth was killed and another man died of wounds overnight;5;5;0;0;0;5 Kosovar Albanians wounded;
MIT01013001_00;Mitrovica;Kosovo;347;clash;n/a;explosives (percussion grenades), blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Agence France-Presse, ""France reinforces peacekeepers after clashes,"" 8 February 2001; Associated Press Writer; ""Grenade, stones injure 12 French peacekeepers in Kosovo conflict,"" 31 January 2001";U.N. spokesman Fred Eckhard;2001-01-30;2001-02-01;1;unknown;Confidence Zone/Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866582;42,8909759;3: neighbourhood ;0;0;0;0;0;0;0;;;203;130;39;34;0;;
MIT01013001_01;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Associated Press Writer; ""Grenade, stones injure 12 French peacekeepers in Kosovo conflict,"" 31 January 2001";U.N. spokesman Fred Eckhard;2001-01-30;2001-01-30;1;unknown;Confidence Zone, Mitrovica;;20,866941;42,891071;3: neighbourhood ;0;0;0;0;0;0;0;;;13;0;13;0;0;;
MIT01013001_02;Mitrovica;Kosovo;347;riot/violent protest;n/a;explosives (grenade);civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Associated Press Writer; ""Grenade, stones injure 12 French peacekeepers in Kosovo conflict,"" 31 January 2001;";U.N. spokesman Fred Eckhard;2001-01-31;2001-01-31;1;unknown;near Main Bridge, South Mitrovica;Main Bridge, Mitrovica;20,866582;42,8909759;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;61;7;20;34;0;34 civilians injured, of the 20 injured peacekeepers 12 are French;
MIT01013001_03;Mitrovica;Kosovo;347;clash;n/a;explosives (percussion grenades), blunt instrument (stones);civilians;Albanian;n/a;unknown;mainly young;KFOR soldiers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Dow Jones Factiva, ""Factiva Insurance Risk Summary,"" 2 February 2001; Agence France-Presse, ""France reinforces peacekeepers after clashes,"" 8 February 2001";unknown;2001-02-01;2001-02-01;1;unknown;end of Main Bridge, South Mitrovica;Main Bridge, Mitrovica;20,866582;42,8909759;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;129;123;6;0;0;"numbers derived from comment on casualties during violent period; see event MIT01013101_00";
MIT01020301_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);unknown;unknown;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/method) could suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Thus, event is coded as CR3. ;UN Report S/2001/333;UN Report;2001-02-03;2001-02-03;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT01030101_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2001/465;UN Report;2001-03-01;2001-03-01;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT01031301_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Unclear motive, but the circumstances strongly suggest a conflict-related event. Source is potentially biased. Thus, the event is coded as CR2.;Bota Sot: 16.03.2001;unknown;2001-03-13;2001-03-16;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT01031401_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Reuters, ""Serbs attack police station in Kosovo flashpoint,"" 14 March 2001; UN Report S/2001/565";Dmitry Karportsev, spokesman for the United Nations police in Kosovo, UN Report;2001-03-14;2001-03-14;1;morning;North Mitrovica police station;;20,863013;42,8978422;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;21;0;21;0;0;;
MIT01031501_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 18.03.2001;unknown;2001-03-15;2001-03-18;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01040101_00;Mitrovica;Kosovo;347;clash;n/a;gunfire;"""Bridge Watchers""";Serb;n/a;unknown;unknown;"""Boys of the Hill""";Serb;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances suggest intra-group conflict, but the situation is slightly unclear. Thus, the event is coded as CR3.;"BBC Monitoring, ""Kosovo agency says one killed in clash between Serb gangs in north Mitrovica,"" 3 April 2001 ";"police sources; Albanian sources";2001-04-01;2001-04-01;00:00;08:30 p.m.;bar at the corner of Princi Millosh Street and Llola Ribar Street, North Mitrovica;;20,867304;42,8965353;1: exact location (e.g. street, building, square);1;1;0;0;1;1;1;unknown;;2;0;2;0;0;2 seriously injured;
MIT01040601_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;U.N. police officers;Bulgarian;n/a;1 man;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Unclear motive, but the circumstances strongly suggest a conflict-related event. Source is potentially biased. Thus, the event is coded as CR2.;Koha Ditore: 09.04.2001;UNMIK police information office;2001-04-06;2001-04-09;00:00;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT01042001_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;Zëri: 23.04.2001;UNMIK police;2001-04-20;2001-04-23;00:00;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;4;4;0;0;0;"1 Serb seriously injured, ""several"" (=3) others slightly injured";
MIT01080601_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 09.08.2001;;2001-08-06;2001-08-09;00:00;unknown;near Main Bridge, North Mitrovica;Main Bridge, Mitrovica;20,865583;42,8920004;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01081301_00;Mitrovica;Kosovo;347;clash;n/a;unknown;"""Bridge Watchers""";Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 16.08.2001;unknown;2001-08-13;2001-08-16;00:00;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01081901_00;Mitrovica;Kosovo;347;clash;n/a;gunfire;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""One Serb, three KFOR soldiers injured in incident in northern Kosovo town,"" 19 August 2001";SRNA correspondent;2001-08-19;2001-08-19;1;01:00 p.m.;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;4;0;1;3;0;3 French KFOR soldiers injured;
MIT01081901_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;69;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Epoka E Re: 21.08.2001;unknown;2001-08-19;2001-08-21;0;unknown;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;4;0;1;0;3;"several wounded (=3); not specified which gropus injured";
MIT01082401_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 27.08.2001;unknown;2001-08-24;2001-08-27;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01100801_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 11.10.2001;unknown;2001-10-08;2001-10-11;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01102501_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2001/1131;UN Report;2001-10-25;2001-10-25;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
