id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional actors;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;lattitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment
BEL92092702_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;IRA;republican;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Unclear motive, but circumstances strongly suggest a conflict-related event. Thus coded at CR2.;"The Guardian, ""Loyalist Killers scorn mother´s plea - Belfast shooting,"" 28 September 1992";;1992-09-27;1992-09-27;1;unknown;Andersonstown area, west Belfast;;54,581565;-5,988149;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL92093001_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;IRA;republican;unknown;unknown;UDA;Protestant;1 man ;27;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-09-30;1992-09-30;1;unknown;Annadale Flats, Ballynafeigh, east Belfast;;54,578348;-5,926212;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL92100901_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;RHC;loyalist;unknown;unknown;civilians;Protestant;1 man ;37;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-10-09;1992-10-09;1;unknown;Connswater River, off Mersey Street, Belfast;;54,601177;-5,887946;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL92101001_00;Belfast;United Kingdom ;200;assassination/murder;66449;gunfire;IRA;republican;unknown;unknown;RUC;Protestant;1 man ;50;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-10-10;1992-10-10;1;unknown;Monico Bar, Lombard Street, Belfast;;54,599786;-5,928889;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL92101002_00;Belfast;United Kingdom ;200;clash;n/a;explosives (petrol bomb);youth;unknown;unknown;unknown;British Army soldiers;unknown;3 men;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Circumstances unclear, but attacks occured in two Roman Catholic areas, thus making it plausible that the youth gang had a republican background which makes it conflict-related. Thus, the event is coded at CR3.;"AFP, ""Six soldiers injured in clashes with youths,"" 10 October 1992";police;1992-10-10;1992-10-10;1;night;west Belfast;;54,640028;-5,927965;4: sub-city admin area;0;0;0;0;0;0;0;;3;0;3;0;0;
BEL92101003_00;Belfast;United Kingdom ;200;clash;n/a;blunt instrument (stones, bottles), other (rubber bullet);youth;unknown;unknown;unknown;British Army soldiers;unknown;2 men;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Circumstances unclear, but attacks occured in two Roman Catholic areas, thus making it plausible that the youth gang had a republican background which makes it conflict-related. Thus, the event is coded at CR3.;"AFP, ""Six soldiers injured in clashes with youths,"" 10 October 1992";police;1992-10-10;1992-10-10;1;night;west Belfast;;54,640028;-5,927965;4: sub-city admin area;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL92101004_00;Belfast;United Kingdom ;200;clash;n/a;gunfire, other;youth;unknown;unknown;unknown;British Army soldiers;unknown;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Circumstances unclear, but attacks occured in two Roman Catholic areas, thus making it plausible that the youth gang had a republican background which makes it conflict-related. Thus, the event is coded at CR3.;"AFP, ""Six soldiers injured in clashes with youths,"" 10 October 1992";police;1992-10-10;1992-10-10;1;night;west Belfast;;54,640029;-5,927966;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL92101201_00;Belfast;United Kingdom ;200;attack;n/a;explosives (bomb);unknown;unknown;unknown;unknown;police officers;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"AFP, ""Policeman injured in bomb attack in Belfast,"" 13 October 1992";police;1992-10-12;1992-10-12;1;night;Hazelfield Street, north Belfast;;54,608079;-5,948397;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;victim suffered minor injuries
BEL92101601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;UVF;loyalist;unknown;unknown;CivPA ;Catholic;1 woman;29;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-10-16;1992-10-16;1;unknown;York Hotel, Botanic Avenue, Belfast;;54,587057;-5,932534;3: neighbourhood ;0;1;0;0;1;1;1;1 woman;0;0;0;0;0;
BEL92102701_00;Belfast;United Kingdom ;200;attack;n/a;explosives (bomb);unknown;unknown;unknown;unknown;civilians;unknown;2 men;unknown;;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"AFP, ""Two injured in Belfast blast,"" 27 October 1992";police;1992-10-27;1992-10-27;1;night;north Belfast;;54,640027;-5,927964;4: sub-city admin area;0;0;0;0;0;0;0;;2;0;2;0;0;victims suffered minor injuries
BEL92102702_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;24;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"AFP, "" Two Belfast men shot in legs by gunmen,"" 28 October 1992";police;1992-10-27;1992-10-27;1;late;west Belfast;;54,640026;-5,927963;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL92102703_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;23;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"AFP, "" Two Belfast men shot in legs by gunmen,"" 28 October 1992";police;1992-10-27;1992-10-27;1;late;east Belfast;;54,598414;-5,879779;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL92103101_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;IRA;republican;unknown;unknown;IPBLOBB;Catholic;1 man ;30;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-10-31;1992-10-31;1;unknown;Sean Martin Gaelic Atheltic Association Club, Beechfield Street, Short Strand, Belfast;;54,597404;-5,906549;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL92110301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;loyalist;loyalist;3 men;unknown;civilians;Catholic;1 man;unknown;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;While perpetrator group not known, police arrest perpetrators which are identified as loyalists. Thus event is coded at CR1.;"AFP, ""Police arrest three men after shooting attack,"" 3 November 1992";police;1992-11-03;1992-11-03;1;late;Forfar Street, off Springfield Road, west Belfast;;54,600105;-5,963607;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL92110401_00;Belfast;United Kingdom ;200;assassination/murder;67305;gunfire;UDA/UFF;loyalist;unknown;unknown;civilians;Catholic;1 man ;36;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-11-04;1992-11-04;1;unknown;Fernwood Street, Ballynafeigh, east Belfast;;54,578069;-5,922237;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL92110701_00;Belfast;United Kingdom ;200;assassination/murder;67306;without weapon/melee;UDA/UFF;loyalist;unknown;unknown;civilians;Protestant;1 woman;30;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-11-07;1992-11-07;1;unknown;Annadale Flats, Ballynafeigh, east Belfast;;54,578348;-5,926212;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 woman;0;0;0;0;0;
BEL92111401_00;Belfast;United Kingdom ;200;attack;66706;gunfire (machine gun), explosives (hand grenade);UDA/UFF;loyalist;unknown;unknown;civilians;Protestant, Catholic;15 men;"62, 47,72; other injured people aged between 21-76";no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001); The Times, ""Protestants hurt in attack by UFF - Belfast, Northern Ireland,"" 16 November 1992; Reuters News, ""Third man dies after Belfast betting shop attack,"" 16 November 1992; The Independent, ""Two died in terrorist attack on Belfast betting shop,"" 15 November 1992";police;1992-11-14;1992-11-14;1;04:00 p.m.;James Murray bookmaker´s shop, Oldpark Road, Belfast;;54,617812;-5,954232;3: neighbourhood ;0;3;0;0;3;3;3;3 men ;12;0;12;0;0;2-3 victims seriously wounded
BEL92112501_00;Belfast;United Kingdom ;200;assassination/murder;66493;gunfire;RUC;security forces;unknown;unknown;IRA;Catholic;1 man ;21;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-11-25;1992-11-25;1;unknown;Falls Road, Belfast;;54,593424;-5,958316;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL92120101_00;Belfast;United Kingdom ;200;attack;n/a;explosives (bomb);IRA;republican;unknown;unknown;civilians;unknown;unknown;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Lloyd´s Information Casualty Report, "" Political and Civil Unrest; Northern Ireland,"" 2 December 1992";;1992-12-01;1992-12-01;1;unknown;Belfast city centre;;54,598994;-5,929425;3: neighbourhood ;0;0;0;0;0;0;0;;27;0;27;0;0;
BEL92122001_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;UVF;loyalist;unknown;unknown;civilians;Catholic;1 man ;40;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-12-20;1992-12-20;1;unknown;Upper Crumlin Road, north Belfast;;54,629769;-5,973915;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL92123001_00;Belfast;United Kingdom ;200;assassination/murder;66499;gunfire;IRA;republican;unknown;unknown;RIR;Protestant;1 man ;23;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1992-12-30;1992-12-30;1;unknown;Westland Crescent, off Cavehill Road, Belfast;;54,624849;-5,948341;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL93010101_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;RHC;loyalist;unknown;unknown;civilians;Protestant, Catholic;2 men;elderly, early 30s;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"The Guardian, ""Two men injured in shooting by loyalists,"" 2 January 1993";police;1993-01-01;1993-01-01;1;unknown;Ardoyne district, north Belfast;;54,618744;-5,959671;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL93011401_00;Belfast;United Kingdom ;200;assassination/murder;67354;gunfire;UDA/UFF;loyalist;unknown;unknown;xIRA;Catholic;1 man ;40;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1993-01-14;1993-01-14;1;unknown;Agra Street, Ballynafeigh, east Belfast;;54,580942;-5,924742;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
